iter	Logloss
253	0.3683305172
254	0.3681820554
255	0.3680185547
256	0.3679087687
257	0.3678030391
258	0.3676530246
259	0.3675641202
260	0.3673447685
261	0.3672833243
262	0.3671745785
263	0.3670182418
264	0.3669049976
265	0.3666512493
266	0.3664701286
267	0.3662859791
268	0.3661681419
269	0.3660389593
270	0.3658226158
271	0.3656244341
272	0.3655218087
273	0.3653687106
274	0.3652163933
275	0.3651509535
276	0.3649982711
277	0.3649015769
278	0.364804216
279	0.3646120718
280	0.3644564575
281	0.3643016538
282	0.3642372444
283	0.3641593367
284	0.3640643136
285	0.3639182164
286	0.3637690687
287	0.3635603391
288	0.3634128519
289	0.3633035938
290	0.3632144979
291	0.3630782019
292	0.3628927319
293	0.3627595219
294	0.3626643958
295	0.3624614955
296	0.3622687357
297	0.3621506108
298	0.3620347876
299	0.3619248231
300	0.3617757851
301	0.3616162873
302	0.3614662763
303	0.3613072443
304	0.3611887314
305	0.3610487427
306	0.3609355804
307	0.3608037394
308	0.3607318217
309	0.3606267455
310	0.3605493748
311	0.36040005
312	0.3603034436
313	0.3602098766
314	0.3601423411
315	0.3600770002
316	0.3599111588
317	0.3597679357
318	0.3596241281
319	0.3595151427
320	0.3593995942
321	0.3592996031
322	0.3591603902
323	0.3590662544
324	0.3589642675
325	0.358812367
326	0.3586888719
327	0.3585910422
328	0.3585314927
329	0.3583544084
330	0.3581779369
331	0.3579707471
332	0.3578511153
333	0.3577040685
334	0.3575092537
335	0.3574060278
336	0.357244221
337	0.357117295
338	0.357021325
339	0.3568189673
340	0.3566965584
341	0.3565892288
342	0.3564648697
343	0.3563857608
344	0.3562326369
345	0.3560580162
346	0.3559431051
347	0.3557886583
348	0.3556716174
349	0.3556617566
350	0.3554983865
351	0.3554008139
352	0.3552942422
353	0.3552358952
354	0.3552354304
355	0.3551261909
356	0.3550062275
357	0.3548795495
358	0.3547537507
359	0.3546818883
360	0.3545778015
361	0.3543908939
362	0.3542929956
363	0.3541933754
364	0.354076896
365	0.3538816146
366	0.3537053739
367	0.3536390528
368	0.3535492782
369	0.3534620654
370	0.3533230533
371	0.3532394383
372	0.3531182806
373	0.3529169977
374	0.3528966663
375	0.3527104237
376	0.3525793606
377	0.3525185035
378	0.3523312772
379	0.3522448117
380	0.3520959552
381	0.3519036459
382	0.3517415174
383	0.3516874799
384	0.3515906263
385	0.3513151674
386	0.3512040828
387	0.3511622064
388	0.3510466939
389	0.3509401399
390	0.3508314113
391	0.350659497
392	0.3504772569
393	0.350383235
394	0.3502758456
395	0.3501119212
396	0.3499557716
397	0.3498374391
398	0.3496650942
399	0.3495694985
400	0.3494019793
401	0.3492516865
402	0.3491276919
403	0.3490660287
404	0.3489325954
405	0.3487979531
406	0.3486997138
407	0.348562963
408	0.3484278503
409	0.3482647592
410	0.3481323186
411	0.3480247484
412	0.347889374
413	0.347820963
414	0.3477290035
415	0.3475565386
416	0.347433042
417	0.3473076113
418	0.3471586778
419	0.347003263
420	0.3468511619
421	0.3467688467
422	0.3466956657
423	0.3465447494
424	0.3464522661
425	0.346325164
426	0.3461653358
427	0.3460387874
428	0.345857532
429	0.3457005858
430	0.3455800333
431	0.3454719276
432	0.345348
433	0.3452822975
434	0.3451693943
435	0.3450551414
436	0.344869875
437	0.3446962283
438	0.3445422869
439	0.3444859111
440	0.3443796331
441	0.3442833102
442	0.344169234
443	0.3439671765
444	0.3438286986
445	0.3437194497
446	0.3435818237
447	0.3434584043
448	0.3433639189
449	0.3432284603
450	0.343087105
451	0.3429834972
452	0.3428546003
453	0.3427067517
454	0.3425773053
455	0.3424601232
456	0.3423182804
457	0.3422058183
458	0.3420244704
459	0.3418848614
460	0.3417742475
461	0.3416498492
462	0.3415135292
463	0.3413030407
464	0.341167401
465	0.3410876753
466	0.3409832828
467	0.3408618224
468	0.3408089739
469	0.3406664157
470	0.3405735925
471	0.3404420661
472	0.3403090162
473	0.3401688866
474	0.3400983096
475	0.3399430753
476	0.3398548115
477	0.3397860739
478	0.3397056969
479	0.3395538217
480	0.3394459495
481	0.3393259836
482	0.3392262471
483	0.3391396589
484	0.3389970124
485	0.3388858585
486	0.3387849897
487	0.3387191819
488	0.3385815549
489	0.3384796632
490	0.3383219535
491	0.3382182028
492	0.338117308
493	0.3379696483
494	0.3377882826
495	0.3376706826
496	0.3375480483
497	0.3374221257
498	0.3372710529
499	0.3371653659
500	0.3370264175
501	0.3368046795
502	0.3366207426
503	0.3364946519
504	0.3363937823
505	0.336260885
506	0.3361545839
507	0.3360741217
508	0.3359573939
509	0.3358279249
510	0.3357078226
511	0.3356204386
512	0.3354982556
513	0.3353797098
514	0.3352808451
515	0.3351721353
516	0.3350581174
517	0.3349128333
518	0.3347488332
519	0.3345974622
520	0.3344028704
521	0.3342682959
522	0.3341390834
523	0.3340614072
524	0.3339550084
525	0.333887597
526	0.3337853858
527	0.3336927392
528	0.3336086697
529	0.3335052111
530	0.3334284285
531	0.3333100964
532	0.3332188355
533	0.3331025877
534	0.3329637466
535	0.3328614126
536	0.332786804
537	0.3326615782
538	0.332547602
539	0.3324007607
540	0.3323143081
541	0.3322265152
542	0.3321157618
543	0.3320171551
544	0.3319311852
545	0.331814519
546	0.3316808651
547	0.3316154522
548	0.3314894908
549	0.3313714173
550	0.3313048748
551	0.3311774965
552	0.3310909512
553	0.3310224415
554	0.3309561226
555	0.3308262829
556	0.3307092241
557	0.3305866976
558	0.330418252
559	0.3303546
560	0.3302931821
561	0.3301921511
562	0.330080084
563	0.3299754236
564	0.3298139877
565	0.3297329956
566	0.3296050192
567	0.3294296561
568	0.3293377073
569	0.32923094
570	0.3291235849
571	0.3290309788
572	0.328909145
573	0.3288164379
574	0.3286631597
575	0.328574908
576	0.3284361289
577	0.3283877642
578	0.3283185519
579	0.3282036099
580	0.3281101636
581	0.3279915593
582	0.3278447761
583	0.3276953648
584	0.3275894174
585	0.3274310966
586	0.3273041736
587	0.3272262337
588	0.3271196891
589	0.3270611045
590	0.3269534037
591	0.3268820313
592	0.326796336
593	0.3267050487
594	0.3265765753
595	0.3265012364
596	0.3263780688
597	0.3263227716
598	0.3262342783
599	0.3261109911
600	0.3260400837
601	0.3258445415
602	0.3257379619
603	0.3256657355
604	0.325553652
605	0.3254644096
606	0.3253792384
607	0.3252967584
608	0.3252229853
609	0.3251251809
610	0.3249658536
611	0.3248574058
612	0.3247907788
613	0.324681078
614	0.3245772724
615	0.324526251
616	0.3244663754
617	0.3243276721
618	0.3241966181
619	0.3240450533
620	0.3239610384
621	0.3239034844
622	0.3238339608
623	0.323740955
624	0.3236261989
625	0.3235325941
626	0.3234833882
627	0.3234018781
628	0.3233121478
629	0.3232158768
630	0.3231548159
631	0.3230499022
632	0.3229264943
633	0.3227712218
634	0.3226659615
635	0.3225943746
636	0.3224638388
637	0.3223461621
638	0.3222709573
639	0.3222044512
640	0.3221156582
641	0.3220327608
642	0.3219290872
643	0.3218245152
644	0.3216812012
645	0.3215785757
646	0.32146327
647	0.3213155147
648	0.3212191016
649	0.3211076409
650	0.3209907838
651	0.3209170258
652	0.3208369766
653	0.3207613276
654	0.3206646406
655	0.3205951414
656	0.3205083629
657	0.3204007535
658	0.3203211406
659	0.3202244291
660	0.3200916275
661	0.319935221
662	0.3198632456
663	0.3197948482
664	0.3197097667
665	0.3196279585
666	0.3195363089
667	0.3194442289
668	0.3193654794
669	0.3192468638
670	0.3191091853
671	0.3190380109
672	0.3189972851
673	0.3188634367
674	0.318803383
675	0.3187581686
676	0.3187036612
677	0.3186290194
678	0.3185764227
679	0.3184793356
680	0.318392786
681	0.3183378212
682	0.3181740366
683	0.318119589
684	0.3180506415
685	0.3179406777
686	0.3178848115
687	0.3178201785
688	0.3177011778
689	0.3176384765
690	0.3175544655
691	0.3174884775
692	0.3174225822
693	0.317241587
694	0.3171772937
695	0.3171165923
696	0.3170014278
697	0.3169443787
698	0.3168771193
699	0.3168170618
700	0.3167242086
701	0.316629339
702	0.3165153386
703	0.316354011
704	0.316215431
705	0.3161471422
706	0.3160693203
707	0.3159363167
708	0.3158834653
709	0.3157448218
710	0.3156611933
711	0.3155537711
712	0.3155032548
713	0.31544153
714	0.31535025
715	0.3151956186
716	0.31515407
717	0.3150014874
718	0.3149319228
719	0.3148709707
720	0.3147486066
721	0.3146523564
722	0.3145595761
723	0.314413889
724	0.3142543689
725	0.3141449208
726	0.3141171689
727	0.3139452915
728	0.3138815272
729	0.3137960791
730	0.3137476856
731	0.313673666
732	0.3135952945
733	0.3134014221
734	0.3132909445
735	0.3131713516
736	0.3130499976
737	0.3129288183
738	0.3128804266
739	0.3127304917
740	0.312669599
741	0.3125590788
742	0.3124734496
743	0.3123265644
744	0.3121987226
745	0.3120896082
746	0.3120169733
747	0.3118875421
748	0.3117826235
749	0.3117007912
750	0.3116363104
751	0.3115831686
752	0.3115312977
753	0.3114162415
754	0.3113061332
755	0.3112083105
756	0.3110878778
757	0.311003177
758	0.3108918546
759	0.3107093279
760	0.3106160839
761	0.3105860996
762	0.3105238166
763	0.310469825
764	0.310330956
765	0.3101979415
766	0.3101112032
767	0.3099459536
768	0.3098248981
769	0.3097628331
770	0.3096331033
771	0.3095306702
772	0.309398326
773	0.3093417585
774	0.3092822985
775	0.309201166
776	0.3090431863
777	0.3089289364
778	0.3088781556
779	0.3087687637
780	0.3086373996
781	0.3085807895
782	0.3084346174
783	0.3083422763
784	0.3082817485
785	0.308148243
786	0.3080440961
787	0.3079832563
788	0.3078752215
789	0.3077929408
790	0.3077084365
791	0.3075576199
792	0.3074508434
793	0.3073247965
794	0.3071963457
795	0.3070804031
796	0.3069936319
797	0.306870826
798	0.3067474155
799	0.3066625182
800	0.3066109215
801	0.3065450945
802	0.3064771508
803	0.3063662872
804	0.3062669259
805	0.3062109736
806	0.3060711315
807	0.3059666366
808	0.30591821
809	0.3058236549
810	0.3057849259
811	0.3056815531
812	0.305599158
813	0.3055545078
814	0.3054718099
815	0.3053039309
816	0.3052455776
817	0.30515009
818	0.305083108
819	0.3049850983
820	0.304836355
821	0.3047517061
822	0.3046088157
823	0.3045809198
824	0.304439129
825	0.3043182484
826	0.3042246633
827	0.3042020842
828	0.304143254
829	0.3040296722
830	0.3039198375
831	0.3038207551
832	0.3037253351
833	0.3036452844
834	0.3035521169
835	0.3034306769
836	0.3033597143
837	0.3032885709
838	0.303157705
839	0.3030807113
840	0.3029713759
841	0.302811306
842	0.3027482703
843	0.3026978976
844	0.3026187163
845	0.3025169171
846	0.3024043557
847	0.3023256122
848	0.3022852609
849	0.3022186227
850	0.3021663484
851	0.3020824227
852	0.3019767412
853	0.3018799762
854	0.3017550302
855	0.3016898724
856	0.3015782176
857	0.301486719
858	0.3014451831
859	0.3013321152
860	0.3012324321
861	0.3010931155
862	0.3010136739
863	0.3009328655
864	0.3008710812
865	0.3007849322
866	0.3006706314
867	0.3005676452
868	0.3005164738
869	0.3003967839
870	0.3003279584
871	0.300242629
872	0.300187704
873	0.3001003337
874	0.2999544745
875	0.2998598444
876	0.2997937534
877	0.2997128772
878	0.2996796562
879	0.2995698033
880	0.2994854758
881	0.2993711638
882	0.2993072391
883	0.299246849
884	0.2991404723
885	0.2990537825
886	0.2989926322
887	0.2989197105
888	0.2988795221
889	0.2987861695
890	0.2987413783
891	0.2986660429
892	0.2985693751
893	0.2985030378
894	0.2984270406
895	0.2983470473
896	0.2982927715
897	0.2982124636
898	0.2981066304
899	0.2980345613
900	0.2979584014
901	0.297891084
902	0.2977734569
903	0.2976604642
904	0.2975777868
905	0.2974791456
906	0.2973727483
907	0.2972815712
908	0.2972090818
909	0.2971071985
910	0.2970724588
911	0.2969636715
912	0.2969091151
913	0.2968330599
914	0.2967204806
915	0.296637424
916	0.2965483372
917	0.2965230667
918	0.2964357759
919	0.2963875511
920	0.2962812379
921	0.2961622264
922	0.2960155023
923	0.2959794638
924	0.295857037
925	0.2957777355
926	0.2956616767
927	0.295607781
928	0.2955534939
929	0.2954794738
930	0.2953298568
931	0.2952438769
932	0.2951841107
933	0.2950821825
934	0.2950005717
935	0.2948814559
936	0.2948062943
937	0.2946693748
938	0.2945550559
939	0.2944367166
940	0.2943130244
941	0.2942186375
942	0.2941591557
943	0.2939900118
944	0.2938819916
945	0.2937653756
946	0.293723734
947	0.2936243682
948	0.2935368782
949	0.293502711
950	0.2933885831
951	0.2933537341
952	0.2932928577
953	0.293248903
954	0.2931476787
955	0.293034437
956	0.2929410117
957	0.2928106806
958	0.2927448778
959	0.2926026253
960	0.2924915795
961	0.2924071193
962	0.2923479634
963	0.2922779429
964	0.2921759292
965	0.2920173266
966	0.291921925
967	0.2918477905
968	0.2917757595
969	0.2916825447
970	0.2915965985
971	0.2915000967
972	0.2914512576
973	0.2913347547
974	0.2912719918
975	0.2911744174
976	0.2910877788
977	0.2909823017
978	0.2908374374
979	0.2907759654
980	0.2906825184
981	0.2905821774
982	0.2904975082
983	0.2903881586
984	0.2903184546
985	0.2902314389
986	0.2901187421
987	0.290022916
988	0.2899726083
989	0.2899372837
990	0.289840636
991	0.2896918475
992	0.2896181369
993	0.2895378718
994	0.289458223
995	0.2893374541
996	0.2892713826
997	0.2891283714
998	0.2890816721
999	0.2890102632
